Ticker,Volume,Market Capitalization,Sector,Country,Number of Employees,Industry,Exchange
HLT,1257384,21468319230,Consumer Services,United States,173000,Hotels/Resorts/Cruise lines,NYSE
NDAQ,898744,21421109760,Finance,United States,4361,Investment Banks/Brokers,NASDAQ
CNQ,3018923,21420619000,Energy Minerals,Canada,10180,Oil & Gas Production,NYSE
CTVA,1877399,21343512400,Process Industries,United States,,Chemicals: Agricultural,NYSE
AME,1011737,21314232800,Producer Manufacturing,United States,18100,Electrical Products,NYSE
EIX,1654196,21172254820,Utilities,United States,12937,Electric Utilities,NYSE
CHD,1346868,21114831910,Consumer Non-Durables,United States,4800,Household/Personal Care,NYSE
ABC,668514,21105095280,Distribution Services,United States,22000,Medical Distributors,NYSE
W,1291231,21083651668,Retail Trade,United States,16985,Internet Retail,NYSE
CPRT,1452987,21017326560,Commercial Services,United States,7327,Miscellaneous Commercial Services,NASDAQ
MTD,143866,20625478400,Health Technology,United States,16200,Medical Specialties,NYSE
ETR,884423,20548630920,Utilities,United States,13635,Electric Utilities,NYSE
RCI,323206,20454552260,Communications,Canada,25300,Wireless Telecommunications,NYSE
AMTD,3185800,20430699480,Finance,United States,9226,Investment Banks/Brokers,NASDAQ
EFX,1315469,20302752120,Commercial Services,United States,11200,Miscellaneous Commercial Services,NYSE
DB,2643070,19841478700,Finance,Germany,87597,Major Banks,NYSE
YUMC,1172401,19815433120,Consumer Services,China,450000,Restaurants,NYSE
PPL,3350223,19764922440,Utilities,United States,12280,Electric Utilities,NYSE
AJG,552821,19707310530,Finance,United States,33300,Insurance Brokers/Services,NYSE
FRC,433353,19667288160,Finance,United States,,Regional Banks,NYSE
MPLX,2492922,19637030000,Industrial Services,United States,6200,Oil & Gas Pipelines,NYSE
AEE,780074,19632772320,Utilities,United States,9323,Electric Utilities,NYSE
TTD,977478,19624230309,Commercial Services,United States,1310,Advertising/Marketing Services,NASDAQ
COUP,908033,19592956929,Technology Services,United States,1693,Packaged Software,NASDAQ
WOSCF,150,19505885842,Distribution Services,United Kingdom,35575,Wholesale Distributors,OTC
KKR,1331040,19379290980,Finance,United States,1384,Investment Managers,NYSE
WST,918588,19332353852,Health Technology,United States,8200,Medical Specialties,NYSE
LH,811332,19317528000,Health Services,United States,65000,Services to the Health Industry,NYSE
MKTX,202938,19175358262,Finance,United States,527,Investment Banks/Brokers,NASDAQ
DISCB,244,19168248395,Consumer Services,United States,9200,Cable/Satellite TV,NASDAQ
FCX,26054041,19049846400,Non-Energy Minerals,United States,27500,Other Metals/Minerals,NYSE
AMP,624216,18994042620,Finance,United States,12500,Investment Banks/Brokers,NYSE
CCEP,658038,18721528000,Consumer Non-Durables,United Kingdom,25765,Beverages: Non-Alcoholic,NYSE
LUV,14976688,18659960760,Transportation,United States,60800,Airlines,NYSE
YNDX,1912429,18643489412,Technology Services,Netherlands,10092,Internet Software/Services,NASDAQ
NTR,1794073,18554159600,Process Industries,Canada,22300,Chemicals: Agricultural,NYSE
GRMN,1806732,18479081320,Electronic Technology,Switzerland,15000,Telecommunications Equipment,NASDAQ
CHWY,3242805,18455847246,Retail Trade,United States,12000,Internet Retail,NYSE
GWW,395831,18288842663,Distribution Services,United States,25300,Wholesale Distributors,NYSE
ROKU,4891509,18249140058,Consumer Durables,United States,1650,Electronics/Appliances,NASDAQ
CMS,1595928,18183620130,Utilities,United States,8789,Electric Utilities,NYSE
FTS,227944,18172702000,Utilities,Canada,9000,Electric Utilities,NYSE
PCG,22411526,18170193600,Utilities,United States,23000,Electric Utilities,NYSE
AKAM,998130,18132496760,Technology Services,United States,7724,Internet Software/Services,NASDAQ
KEYS,889016,18114533450,Electronic Technology,United States,13600,Electronic Equipment/Instruments,NYSE
TFX,142557,17997270564,Health Technology,United States,14400,Medical Specialties,NYSE
ANET,506431,17927582645,Electronic Technology,United States,2300,Computer Communications,NYSE
ET,14677724,17917161500,Industrial Services,United States,12812,Oil & Gas Pipelines,NYSE
MXIM,4475569,17902496920,Electronic Technology,United States,7131,Semiconductors,NASDAQ
CAG,2290086,17831852360,Consumer Non-Durables,United States,16500,Food: Major Diversified,NYSE
TTWO,1641874,17777386860,Consumer Durables,United States,5800,Recreational Products,NASDAQ
CTXS,3391214,17590532990,Technology Services,United States,8400,Packaged Software,NASDAQ
TDOC,1302629,17584177050,Health Services,United States,2400,Hospital/Nursing Management,NYSE
AKZOF,842,17579323900,Process Industries,Netherlands,33800,Industrial Specialties,OTC
ALNY,281289,17578788900,Health Technology,United States,1323,Biotechnology,NASDAQ
PTON,4048691,17509394142,Consumer Services,United States,1954,Other Consumer Services,NASDAQ
DISH,1203232,17485884459,Consumer Services,United States,16000,Cable/Satellite TV,NASDAQ
CHKP,889467,17311896000,Technology Services,Israel,5152,Internet Software/Services,NASDAQ
AEM,1520849,17255837600,Non-Energy Minerals,Canada,11101,Precious Metals,NYSE
IMBBF,3892,17035344000,Consumer Non-Durables,United Kingdom,32300,Tobacco,OTC
TRU,1133114,17030754000,Technology Services,United States,8000,Information Technology Services,NYSE
TSCO,1662795,16943263900,Retail Trade,United States,33500,Specialty Stores,NASDAQ
VMC,926362,16856199520,Non-Energy Minerals,United States,8767,Construction Materials,NYSE
AMCR,5610155,16799274800,Process Industries,United Kingdom,50000,Containers/Packaging,NYSE
WORK,16251411,16753101142,Technology Services,United States,2045,Packaged Software,NYSE
GIB,249260,16746454189,Technology Services,Canada,77500,Information Technology Services,NYSE
DGX,1195472,16715162680,Health Services,United States,47000,Services to the Health Industry,NYSE
CQP,108528,16597422990,Industrial Services,United States,1530,Oil & Gas Pipelines,NYSE ARCA
DAL,16774945,16558767720,Transportation,United States,91000,Airlines,NYSE
CAH,1504378,16497209000,Distribution Services,United States,49500,Medical Distributors,NYSE
FCAU,1858518,16481887100,Consumer Durables,United Kingdom,191752,Motor Vehicles,NYSE
PAYC,279777,16481576707,Technology Services,United States,3765,Packaged Software,NYSE
VIACA,63049,16461243800,Consumer Services,United States,23990,Broadcasting,NASDAQ
PXD,855872,16433543840,Energy Minerals,United States,2323,Oil & Gas Production,NYSE
BEP,659449,16335113969,Utilities,Bermuda,,Electric Utilities,NYSE
LEN.B,61702,16305235464,Consumer Durables,United States,10106,Homebuilding,NYSE
CDW,920663,16303950080,Technology Services,United States,9900,Information Technology Services,NASDAQ
FOXA,4132964,16095175200,Consumer Services,United States,7700,Broadcasting,NASDAQ
FOX,864145,15992542800,Consumer Services,United States,7700,Broadcasting,NASDAQ
FE,38414283,15970907920,Utilities,United States,12316,Electric Utilities,NYSE
ROL,830095,15955697560,Consumer Services,United States,14952,Other Consumer Services,NYSE
HOLX,2111925,15944220500,Health Technology,United States,6478,Medical Specialties,NASDAQ
KMX,932995,15893581880,Retail Trade,United States,27050,Specialty Stores,NYSE
ZS,1567694,15886650960,Technology Services,United States,1480,Packaged Software,NASDAQ
NTRS,1092242,15818193560,Finance,United States,19800,Regional Banks,NASDAQ
DFS,3764020,15566216820,Finance,United States,17200,Regional Banks,NYSE
HES,1125492,15498486240,Energy Minerals,United States,1775,Oil & Gas Production,NYSE
BIO.B,471,15480495484,Health Technology,United States,8120,Medical Specialties,NYSE
OXY,12779120,15370701480,Energy Minerals,United States,14400,Oil & Gas Production,NYSE
BIO,285082,15291043678,Health Technology,United States,8120,Medical Specialties,NYSE
EPAM,231829,15250759540,Technology Services,United States,36739,Information Technology Services,NYSE
VIAC,8646494,15230496600,Consumer Services,United States,23990,Broadcasting,NASDAQ
DPZ,549089,15225126330,Consumer Services,United States,13100,Restaurants,NYSE
DOV,1064511,15190274700,Industrial Services,United States,24000,Oilfield Services/Equipment,NYSE
AGR,903941,15131974850,Utilities,United States,6597,Electric Utilities,NYSE
COO,292246,15124200498,Health Technology,United States,12000,Medical Specialties,NYSE
BR,449140,15073175760,Commercial Services,United States,11000,Miscellaneous Commercial Services,NYSE
CPB,1076591,14926901600,Consumer Non-Durables,United States,19000,Food: Major Diversified,NYSE
HIG,1888701,14852951000,Finance,United States,19500,Multi-Line Insurance,NYSE
TIF,1353986,14732739270,Retail Trade,United States,14100,Specialty Stores,NYSE
KSU,609251,14699624940,Transportation,United States,7040,Railroads,NYSE
Z,2640071,14597308881,Technology Services,United States,5249,Information Technology Services,NASDAQ
ZG,521702,14532895923,Technology Services,United States,5249,Information Technology Services,NASDAQ
EVRG,1815475,14524964400,Utilities,United States,4617,Electric Utilities,NYSE
CBRE,1046478,14465807720,Finance,United States,100000,Real Estate Development,NYSE
WMG,439977,14453400000,Commercial Services,United States,5400,Commercial Printing/Forms,NASDAQ
ATUS,5450229,14414654598,Consumer Services,United States,10700,Cable/Satellite TV,NYSE
PINS,9096179,14391639884,Technology Services,United States,2217,Internet Software/Services,NYSE
LBTYB,393,14337663576,Consumer Services,United Kingdom,20200,Cable/Satellite TV,NASDAQ
ZBRA,423067,14333670168,Electronic Technology,United States,8200,Computer Peripherals,NASDAQ
SSNC,1033108,14306063250,Technology Services,United States,22800,Information Technology Services,NASDAQ
EXAS,1019268,14284270940,Health Technology,United States,4110,Biotechnology,NASDAQ
IP,1370165,14275249120,Process Industries,United States,51000,Containers/Packaging,NYSE
MGA,509580,14273668750,Producer Manufacturing,Canada,165000,Auto Parts: OEM,NYSE
MAS,1806552,14269145500,Producer Manufacturing,United States,22000,Building Products,NYSE
TYL,266435,14202445904,Technology Services,United States,5368,Data Processing Services,NYSE
NVR,27234,14025359720,Consumer Durables,United States,5700,Homebuilding,NYSE
MKL,106777,13987990632,Finance,United States,18600,Specialty Insurance,NYSE
MLM,541235,13920289110,Non-Energy Minerals,United States,8846,Construction Materials,NYSE
FITB,6641556,13916427080,Finance,United States,19869,Regional Banks,NASDAQ
FMC,428420,13894840980,Process Industries,United States,6400,Chemicals: Agricultural,NYSE
TER,2253295,13846601040,Electronic Technology,United States,5400,Electronic Production Equipment,NASDAQ
WAT,406597,13808735535,Health Technology,United States,7500,Medical Specialties,NYSE
JBHT,912196,13799260530,Transportation,United States,29056,Trucking,NASDAQ
WIX,324609,13781659220,Technology Services,Israel,3071,Information Technology Services,NASDAQ
JKHY,213392,13759359686,Technology Services,United States,6402,Information Technology Services,NASDAQ
SYF,7298558,13752160480,Finance,United States,16500,Finance/Rental/Leasing,NYSE
PBA,499163,13678625920,Industrial Services,Canada,2791,Oil & Gas Pipelines,NYSE
REPYF,2403,13636798694,Energy Minerals,Spain,24634,Integrated Oil,OTC
LBTYA,831811,13619112874,Consumer Services,United Kingdom,20200,Cable/Satellite TV,NASDAQ
IFF,781359,13561116240,Consumer Non-Durables,United States,13600,Household/Personal Care,NYSE
CINF,1082579,13503734580,Finance,United States,5148,Property/Casualty Insurance,NASDAQ
MTB,741547,13489402818,Finance,United States,17503,Regional Banks,NYSE
LBTYK,1779787,13406882709,Consumer Services,United Kingdom,20200,Cable/Satellite TV,NASDAQ
CTLT,954250,13383408480,Health Technology,United States,12300,Pharmaceuticals: Other,NYSE
KL,1899629,13382616150,Non-Energy Minerals,Canada,2583,Precious Metals,NYSE
XYL,998597,13358688750,Producer Manufacturing,United States,16300,Industrial Machinery,NYSE
EXPD,576800,13327016670,Transportation,United States,18000,Air Freight/Couriers,NASDAQ
STE,312379,13282151390,Health Technology,Ireland,13000,Medical Specialties,NYSE
LNT,1418448,13253652480,Utilities,United States,3597,Electric Utilities,NASDAQ
DKNG,10971251,13249029350,Technology Services,United States,,Internet Software/Services,NASDAQ
FDS,186949,13219458390,Technology Services,United States,9681,Data Processing Services,NYSE
ABMD,184348,13195218654,Health Technology,United States,1536,Medical Specialties,NASDAQ
IR,2427639,13164338800,Producer Manufacturing,United States,6600,Industrial Machinery,NYSE
LDOS,754833,12935947080,Technology Services,United States,34000,Information Technology Services,NYSE
HAL,21901668,12904759380,Industrial Services,United States,55000,Oilfield Services/Equipment,NYSE
NUE,1801166,12903634750,Non-Energy Minerals,United States,26800,Steel,NYSE
PODD,247570,12874245605,Health Technology,United States,1350,Medical Specialties,NASDAQ
BRO,1323692,12866541600,Finance,United States,10083,Insurance Brokers/Services,NYSE
HEI,263263,12862087945,Electronic Technology,United States,5900,Aerospace & Defense,NYSE
WDC,8032813,12842187850,Electronic Technology,United States,61800,Computer Peripherals,NASDAQ
QRVO,2527920,12806334080,Electronic Technology,United States,7900,Semiconductors,NASDAQ
GPC,669010,12787206400,Distribution Services,United States,55000,Wholesale Distributors,NYSE
OKE,3267600,12751852320,Industrial Services,United States,2882,Oil & Gas Pipelines,NYSE
IEX,622187,12640959873,Producer Manufacturing,United States,7439,Industrial Machinery,NYSE
MASI,411042,12633781284,Health Technology,United States,5300,Medical Specialties,NASDAQ
ATO,648822,12598136000,Utilities,United States,4776,Gas Distributors,NYSE
BIP,159303,12516076560,Utilities,Bermuda,,Alternative Power Generation,NYSE
ACGL,1617396,12514271650,Finance,Bermuda,4300,Multi-Line Insurance,NASDAQ
LSXMB,565,12447959044,Consumer Services,United States,,Movies/Entertainment,NASDAQ
SRPT,642108,12371347481,Health Technology,United States,743,Biotechnology,NASDAQ
HPE,9185350,12359391200,Electronic Technology,United States,61600,Computer Processing Hardware,NYSE
LNG,1306142,12350770920,Industrial Services,United States,1530,Oil & Gas Pipelines,NYSE ARCA
SJM,551300,12339639120,Consumer Non-Durables,United States,7300,Food: Specialty/Candy,NYSE
STX,4081970,12328265000,Electronic Technology,Ireland,40500,Computer Peripherals,NASDAQ
BURL,547091,12308065164,Retail Trade,United States,47000,Apparel/Footwear Retail,NYSE
PKI,673429,12293672820,Health Technology,United States,13000,Medical Specialties,NYSE
PFG,1280977,12261070360,Finance,United States,17601,Investment Managers,NASDAQ
IMO,351504,12259085900,Energy Minerals,Canada,6000,Integrated Oil,NYSE ARCA
PAGS,527530,12179983558,Commercial Services,Brazil,,Miscellaneous Commercial Services,NYSE
POOL,468244,12151174585,Distribution Services,United States,4500,Wholesale Distributors,NASDAQ
